Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.084595,0.282959,1.042847,13.427733,58.837887,461.547821
-0.012817,1.292236,0.341797,-20.080564,-9.643555,160.949692
0.336182,0.955078,0.835571,-59.448238,-61.828609,-204.772934
0.396484,0.388794,1.067505,-57.983395,-41.809078,-296.020508
0.339722,0.379028,0.858276,-30.456541,-9.643555,-406.982391
0.382446,-0.482056,0.8302,-12.329101,-19.836426,-458.312958
0.603027,-1.119507,1.041382,-4.333496,-34.057617,-294.677734
0.692139,-1.11499,1.163452,22.460936,-12.145995,-8.483887
0.435181,-0.702026,0.995728,62.499996,18.859863,261.169434
0.147949,-0.379883,1.114746,82.763664,16.052246,432.250946
-0.174316,0.50708,0.868774,17.944336,58.471676,493.774384
0.092773,1.417847,0.307251,-8.483887,32.409668,285.03418
0.373901,0.772583,0.940186,-51.879879,-62.19482,-114.013664
0.424072,0.398682,1.025024,-50.720211,-29.541014,-325.195282
0.394653,0.089722,0.847168,-8.789063,-4.516602,-423.706024
0.455078,-0.756714,0.839966,6.04248,-12.268065,-400.69577
0.647461,-1.20105,1.035522,12.451171,-22.521971,-181.457504
0.600586,-0.997559,1.064331,38.085937,-5.310058,114.44091
0.332153,-0.600708,0.959351,68.847656,3.967285,351.318329
0.016602,-0.093872,1.182251,60.485836,5.310058,487.182587
-0.108398,1.179443,0.432129,-8.911133,54.321285,443.603485
0.260742,1.351685,0.60144,-45.898434,-35.03418,65.551758
0.408569,0.475342,1.079712,-71.533203,-57.678219,-279.663086
0.293945,0.416016,0.917358,-51.818844,-14.038085,-421.569794
0.301025,-0.417236,0.859497,-27.221678,-20.812986,-504.211395
0.572266,-1.268677,1.059814,-17.028809,-31.127928,-354.003876
0.627441,-1.316528,1.152954,13.122558,-9.338379,-25.512693
0.408325,-0.762207,0.992798,55.175777,18.615723,293.701172
0.148437,-0.504639,1.144775,74.645996,15.258788,482.48288
-0.223267,0.429199,0.97229,17.39502,62.499996,573.913574
-0.003052,1.674805,0.225464,-7.873535,48.767086,374.450653
0.341309,0.910645,0.859009,-29.907225,-71.228027,-90.698235
0.398071,0.403809,1.103271,-55.603024,-45.104977,-323.364227
0.305786,0.287231,0.818604,-33.447266,-4.211426,-440.124481
0.303711,-0.143921,0.77478,-3.356933,-24.475096,-472.228973
0.467773,-0.956421,0.885132,19.470215,-45.532223,-273.498535
0.672485,-1.180664,1.131104,47.790524,-23.681639,22.338865
0.55481,-0.944702,1.073608,71.960449,5.798339,292.663574
0.26123,-0.630615,1.017212,86.364738,1.525879,474.121063
-0.088501,-0.064819,1.234985,-3.90625,59.570309,539.18457
-0.088135,1.236816,0.374023,-35.27832,27.832029,302.307129
0.252075,1.209717,0.63855,-54.870602,-67.810059,-103.942863
0.40918,0.473877,1.085083,-74.21875,-34.729004,-302.490234
0.333618,0.581055,0.931396,-38.94043,-0.305176,-442.443817
0.317871,-0.128296,0.822876,-22.460936,-14.160155,-482.360809
0.512695,-1.072266,0.931763,-1.464844,-27.832029,-265.563965
0.676392,-1.318604,1.171021,26.000975,3.601074,77.697754
0.476318,-0.905273,1.019531,52.36816,29.296873,367.370575
0.176025,-0.516602,1.12561,47.546383,32.287598,532.714844
-0.222168,0.36377,0.960205,-1.953125,83.801262,527.46582
-0.043701,1.642456,0.201172,-31.86035,-24.719236,156.616211
0.328491,1.030762,0.842285,-73.059082,-81.237785,-247.009262
0.403809,0.509277,1.111084,-49.865719,-27.343748,-409.118622
0.297974,0.273071,0.837891,-1.953125,-18.981934,-502.807587
0.363037,-0.639526,0.859741,17.822266,-39.367676,-414.611786
0.639648,-1.365479,1.080444,37.841797,-26.123045,-97.778313
0.61377,-1.169922,1.145386,52.429195,-6.958007,87.951653
0.341553,-0.596191,0.948853,74.768066,18.859863,373.535126
-0.004272,-0.225342,1.238525,68.969727,14.09912,521.66748
-0.171997,1.00061,0.559326,-25.634764,74.951172,515.258789
0.162842,1.546021,0.396118,-54.748531,-3.417969,170.776352
0.402832,0.661133,1.055542,-76.721191,-75.012207,-234.31395
0.364014,0.47937,1.000854,-64.086914,-26.428221,-406.127899
0.30127,-0.070801,0.796753,-13.122558,-15.136718,-501.525848
0.471436,-1.024536,0.924805,11.413573,-35.095215,-417.480438
0.682007,-1.397705,1.17981,32.958984,-26.428221,-113.708488
0.48999,-0.982544,1.087036,62.866207,16.052246,242.065414
0.155151,-0.483643,1.101563,75.195312,27.648924,479.919403
-0.227051,0.420654,0.9646,16.235352,63.781734,570.19043
-0.024048,1.709351,0.138794,-32.653809,55.419918,376.953094
0.343262,1.178345,0.803101,-58.776852,-76.904297,-100.036613
0.374756,0.536621,1.088867,-57.250973,-60.241695,-387.573212
0.298706,0.199463,0.850586,-4.272461,-23.437498,-515.258789
0.35144,-0.846802,0.942261,14.160155,-40.893551,-522.827148
0.60022,-1.491943,1.090698,20.446775,-29.479979,-260.253906
0.574341,-1.177856,1.126831,46.813961,0.305176,122.436516
0.330322,-0.683838,1.017334,76.049805,19.714355,408.447235
-0.109863,-0.256836,1.301147,65.551758,32.348633,577.270508
-0.282349,1.166748,0.365234,-9.765625,98.510735,574.035645
0.140991,1.717773,0.316772,-42.297359,-21.118162,175.109848
0.401367,0.628296,1.121094,-97.595207,-104.003899,-280.944824
0.403931,0.352417,1.062378,-60.607906,-37.719727,-441.406219
0.352417,-0.228638,0.809692,7.080078,-13.793944,-504.15036
0.528809,-1.098999,0.915894,27.099607,-33.38623,-388.549774
0.674927,-1.358643,1.140625,44.616695,-21.850584,-65.063477
0.459351,-0.778931,1.029907,65.307617,11.718749,268.005371
0.167847,-0.40332,1.132568,89.172356,13.244628,453.552216
-0.033081,-0.042114,1.198242,34.057617,59.326168,519.836426
-0.114258,1.238037,0.380371,-6.835937,36.132812,290.95459
0.254028,1.319702,0.589722,-59.509274,-66.223145,-148.132324
0.424194,0.460327,1.111328,-62.866207,-32.653809,-373.779266
0.363037,0.261597,0.925049,-19.714355,-10.742187,-475.830048
0.368164,-0.514038,0.905762,-7.019042,-24.475096,-432.250946
0.644897,-1.310791,1.051025,20.080564,-11.718749,-141.662598
0.643555,-1.246094,1.120361,52.429195,24.963377,218.566879
0.401733,-0.847778,1.025024,57.678219,36.071777,472.106903
-0.066284,-0.306396,1.260864,-5.798339,101.318352,610.595703
-0.222534,0.993652,0.401245,-28.381346,84.716789,461.791962
0.088501,1.610107,0.263306,-52.307125,-51.757809,20.996092
0.377319,0.936157,0.751831,-107.116692,-98.510735,-310.241699
0.379883,0.525635,1.083008,-65.795898,-61.889645,-473.266571
0.388916,-0.096069,0.879272,10.131835,-42.66357,-493.530243
0.528564,-0.838257,0.892944,22.705076,-57.006832,-322.32663
0.744141,-1.362427,1.219116,43.457027,-21.667479,16.418457
0.537231,-0.916626,1.174316,68.115234,36.804199,322.387665
0.291382,-0.384399,0.988647,80.444328,42.053219,473.02243
-0.078369,0.213135,1.083984,2.197266,86.547844,483.520477
-0.019043,1.353394,0.232544,-38.330078,20.874022,197.204575
0.314331,1.136841,0.641968,-83.19091,-75.866699,-193.420395
0.424438,0.552002,1.04187,-91.735832,-68.054199,-311.462402
0.364624,0.38147,0.80127,-54.321285,-32.226562,-448.120087
0.362793,-0.388428,0.80249,-19.40918,-53.894039,-497.802704
0.572144,-1.186401,1.121582,-10.009766,-66.345215,-343.811005
0.64563,-1.239624,1.222656,39.0625,-20.1416,-22.827147
0.423462,-0.705078,1.016846,83.312981,23.864744,277.22168
0.192261,-0.363403,1.039429,105.773918,25.939939,459.533661
-0.065796,0.323364,1.067261,53.405758,50.415035,535.949707
0.029419,1.44812,0.237427,-42.114254,67.260742,380.065887
0.311646,1.127563,0.657593,-85.754387,-56.579586,-36.437988
0.39978,0.597046,1.042236,-100.097649,-70.678711,-317.871094
0.362793,0.294678,0.849731,-65.856934,-37.29248,-455.688446
0.393188,-0.47937,0.895752,-37.29248,-55.297848,-486.877411
0.572388,-1.128174,1.167358,-27.465818,-59.204098,-322.57077
0.638428,-1.273804,1.241089,35.095215,-10.803222,-8.178711
0.390381,-0.715454,1.063721,91.125481,37.29248,317.321777
0.096436,-0.271362,1.084961,127.868645,43.273922,510.742157
-0.246216,0.640991,0.819702,48.889156,68.115234,552.124023
0.099609,1.610352,0.197998,-16.967773,35.27832,309.631348
0.378784,1.008179,0.81543,-62.805172,-74.09668,-121.032707
0.418457,0.591919,0.997681,-56.823727,-60.791012,-370.361298
0.345093,0.156494,0.83606,-34.179687,-44.616695,-503.784149
0.370239,-0.864258,0.978882,-20.1416,-59.265133,-485.351532
0.606812,-1.428589,1.201538,10.009766,-36.682129,-215.576157
0.56604,-1.10083,1.177979,55.664059,14.770507,156.921387
0.280518,-0.595947,1.070435,83.374016,42.968746,432.311981
-0.186035,-0.011475,1.242432,57.800289,61.523434,574.157715
-0.198608,1.427368,0.181885,-6.652832,102.111809,502.929657
0.263062,1.660522,0.447266,-60.607906,-41.503902,71.350098
0.42627,0.645752,1.082275,-104.919426,-93.261711,-332.15329
0.423218,0.193604,0.969604,-58.471676,-47.424313,-477.111786
0.386353,-0.118286,0.87854,-0.427246,-47.546383,-487.304657
0.454468,-0.949097,0.943115,25.451658,-51.269527,-292.297363
0.62793,-1.348145,1.195801,54.13818,-9.94873,67.077637
0.468628,-0.812866,1.093018,78.979492,29.296873,350.036591
0.267212,-0.394775,1.089111,77.941895,38.818359,493.835419
-0.093506,0.238647,1.149292,5.981445,106.689445,501.892059
-0.037231,1.393066,0.167114,-25.573729,32.592773,219.726547
0.286255,1.244019,0.549561,-65.612793,-81.237785,-185.607895
0.460693,0.494995,1.060913,-74.34082,-52.062984,-370.239227
0.427734,0.260132,0.890137,-33.935547,-36.682129,-443.603485
0.383667,-0.328369,0.811279,-2.990722,-58.593746,-388.610809
0.557129,-0.97644,1.049316,16.052246,-49.011227,-159.423828
0.635254,-1.039429,1.262573,49.072262,4.760742,131.774902
0.441895,-0.654663,1.091919,76.11084,42.907711,349.121063
0.250366,-0.290771,1.137451,57.800289,63.720699,472.595184
-0.124268,0.421021,0.835815,18.859863,99.121086,434.875458
0.068481,1.419189,0.172485,-47.912594,-21.728514,105.712883
0.36438,1.02478,0.748047,-113.281242,-86.486809,-247.497543
0.472168,0.477051,1.079102,-100.036613,-52.36816,-397.399872
0.387085,0.243042,0.858643,-52.36816,-52.307125,-468.200653
0.408325,-0.4375,0.855591,-21.240232,-78.918457,-390.014618
0.596558,-1.230225,1.206787,41.442867,-44.43359,-94.604485
0.595459,-1.0802,1.295776,68.603516,-7.873535,81.970207
0.375854,-0.558472,1.09375,105.224602,36.92627,341.003387
0.015625,-0.130371,1.282593,95.458977,54.809566,475.830048
-0.147461,1.129761,0.297241,6.896972,118.469231,461.608856
0.298584,1.182251,0.428467,-6.103515,5.249023,149.291992
0.483521,0.166138,0.918213,5.187988,-55.847164,-118.041985
0.579468,0.005615,0.957886,8.422852,-34.790039,-152.954102
0.570801,-0.242554,0.933594,6.103515,-19.592285,-122.924797
0.480103,-0.233154,0.877319,-4.394531,-13.916015,-14.160155
0.43103,0.117432,0.913696,-7.385253,-17.76123,68.17627
0.473633,0.257935,0.959595,-6.469726,-14.526366,49.865719
0.483398,0.215698,0.995972,1.586914,-7.141113,-8.300781
0.439819,0.041748,0.898682,12.145995,2.990722,-43.518063
0.428101,-0.046265,0.871094,6.958007,-1.464844,-30.334471
0.448608,-0.050903,0.905884,-0.183105,-6.652832,1.708984
0.471436,0.095947,0.915405,-1.525879,-7.690429,20.812986
0.459839,0.165894,0.913574,-0.366211,-7.080078,7.141113
0.440674,0.115112,0.887695,0.305176,-6.103515,-13.122558
0.454956,0.001709,0.914673,-0.549316,-6.835937,-15.502929
0.472046,-0.001953,0.939209,-2.563476,-4.516602,-1.037598
0.438599,0.078491,0.907715,-1.281738,-0.305176,8.605957
0.410034,0.100586,0.876343,4.638672,-1.220703,2.075195
0.447388,0.079346,0.887573,6.347656,-5.126953,-6.103515
0.469482,0.020508,0.938354,3.601074,-6.652832,-5.615234
0.450562,0.046997,0.929321,-0.12207,-3.356933,2.380371
0.432495,0.068115,0.927002,0.366211,-1.464844,4.943848
0.423828,0.084106,0.909302,3.112793,0.915527,4.333496
0.435425,0.054565,0.92041,4.760742,1.220703,2.319336
0.447266,0.089478,0.901489,3.234863,2.01416,2.929687
0.448242,0.062256,0.915161,1.403808,0.12207,-3.112793
0.441162,0.032349,0.930176,4.211426,0.061035,-4.699707
0.432861,0.039185,0.920532,6.896972,1.647949,-1.586914
0.435303,0.065674,0.890747,5.187988,1.037598,-0.305176
0.447876,0.077271,0.903198,2.197266,-0.305176,-0.793457
0.448364,0.049316,0.929321,1.281738,1.098633,-1.159668
0.444702,0.03125,0.937256,2.075195,3.112793,0.854492
0.449585,0.036133,0.943604,3.356933,5.432128,2.990722
0.422729,0.055054,0.909912,4.150391,6.469726,3.601074
0.43457,0.048828,0.925171,5.737304,5.432128,1.647949
0.461548,0.051758,0.951538,7.202148,7.995605,1.831055
0.454956,0.016235,0.97644,8.483887,13.610839,5.249023
0.463989,-0.056152,1.032471,12.756347,22.216795,18.676758
0.500488,-0.140259,1.134033,8.361816,42.66357,45.104977
0.509888,-0.104126,1.182373,-9.70459,70.739746,64.758301
0.548584,-0.083374,1.270264,-46.508785,103.149406,65.307617
0.547852,-0.016235,1.356201,-71.166992,153.442383,57.922359
0.457153,0.089722,1.24292,-62.07275,210.937485,49.499508
0.42041,0.222168,0.959961,-64.697266,231.201157,24.353025
0.501343,0.266602,0.942383,-68.115234,236.999496,-11.047362
0.567505,0.205933,0.957764,-52.734371,266.784668,-31.494139
0.586426,0.362183,0.945312,-49.865719,321.838348,-64.941406
0.594849,0.325195,0.516968,-20.202635,327.636688,-111.328117
0.716187,0.175537,0.192505,36.743164,248.779282,-103.881828
0.876709,0.172852,0.196777,53.588863,192.993149,-93.322746
0.825073,0.074707,0.537842,84.533684,146.179199,-62.927242
0.719604,0.087402,0.456177,-22.338865,183.349594,-33.081055
0.709229,0.244507,0.37146,-56.27441,218.566879,-28.320311
0.782593,0.021484,0.240601,43.701168,277.526855,-16.845703
0.699829,0.083862,0.094604,-64.39209,328.186005,19.958496
0.571777,0.177002,-0.229492,-98.632805,351.440399,17.76123
0.580933,0.11145,-0.670654,-22.888182,318.786621,-3.540039
0.648193,0.088623,-0.677856,37.353516,248.04686,-9.70459
0.574219,0.074097,-0.649536,67.565918,233.154282,-10.0708
0.534302,0.048218,-0.917603,58.349606,225.524887,-17.578125
0.578613,0.042603,-0.885864,56.823727,162.658676,-25.695799
0.559082,0.071045,-0.898804,35.644531,131.896973,-25.756834
0.506592,0.014038,-1.023926,13.305663,118.408195,-28.930662
0.544922,0.008911,-1.092407,3.845215,90.515129,-23.132322
0.549927,0.022583,-1.070679,0.793457,62.07275,-19.104004
0.537231,-0.005249,-1.022461,4.699707,34.484863,-15.563964
0.576904,0.030762,-1.014282,12.817382,9.277344,-10.803222
0.5979,0.013306,-0.944458,20.26367,-9.58252,-11.108397
0.61731,-0.003052,-0.891724,12.573241,-17.150879,-11.291503
0.63147,-0.022095,-0.798828,1.342773,-19.287109,-10.253905
0.660278,-0.016968,-0.772339,-0.427246,-17.39502,-4.943848
0.69751,0.028931,-0.763428,5.676269,-17.700195,-0.732422
0.698486,0.033691,-0.75,9.216309,-22.521971,-4.211426
0.683838,0.012329,-0.743286,9.58252,-26.367186,-7.141113
0.696045,0.010132,-0.685181,10.253905,-26.000975,-4.089355
0.736816,0.047852,-0.648437,9.460449,-19.958496,0.427246
0.741821,0.068115,-0.668579,7.263183,-10.925292,0.915527
0.721436,0.0625,-0.690186,6.958007,-8.483887,-1.525879
0.703125,0.040405,-0.673462,7.93457,-10.375976,-3.479004
0.712036,0.044556,-0.664307,9.58252,-9.70459,-1.770019
0.715454,0.049683,-0.658081,6.04248,-6.652832,-0.488281
0.712036,0.053833,-0.672485,2.075195,-3.90625,1.220703
0.712402,0.067505,-0.700684,0.305176,-5.737304,1.220703
0.694946,0.046021,-0.71875,0.305176,-10.864257,2.929687
0.7052,0.062378,-0.761719,-0.915527,-19.165039,7.141113
0.728149,0.083496,-0.733276,-3.356933,-27.160643,7.93457
0.72998,0.077271,-0.719604,-5.493164,-31.799314,9.643555
0.734741,0.085327,-0.714355,-4.577637,-36.560059,9.521484
0.723877,0.062866,-0.751099,-5.554199,-45.043941,12.451171
0.729492,0.099854,-0.787476,-6.591796,-58.837887,14.038085
0.723999,0.089966,-0.82959,-4.638672,-79.406738,10.009766
0.716919,0.060669,-0.846436,-2.746582,-115.966789,15.808105
0.707642,0.091309,-0.871704,26.977537,-179.62645,17.63916
0.733887,0.148193,-0.94873,59.082027,-253.112778,6.225585
0.82312,0.239014,-1.108154,67.260742,-353.027313,-15.014647
0.79126,0.279907,-0.832153,69.702148,-436.096161,-51.574703
0.629883,0.097046,-0.594238,82.153313,-491.027802,-77.514648
0.533081,0.084106,-0.276611,73.852539,-541.19873,-93.261711
0.469849,-0.040894,0.179932,77.636719,-538.818359,-99.121086
0.440918,-0.141479,0.401733,87.09716,-495.239227,-84.83886
0.406738,-0.109619,0.520142,79.833984,-472.90036,-78.369141
0.216064,-0.255005,0.651245,91.857903,-481.994598,-68.054199
0.192017,-0.142212,0.43103,101.501457,-485.107391,-57.067867
-0.012573,-0.174194,0.514282,98.632805,-530.578613,-77.819824
-0.177979,-0.255005,0.90686,97.900383,-545.227051,-89.843742
-0.23645,-0.130005,0.991455,101.867668,-510.864227,-91.796867
-0.447266,-0.190308,1.300781,91.430656,-457.336395,-125.854485
-0.595337,-0.271484,1.239746,81.848137,-343.078583,-157.043457
-0.684204,-0.367798,0.885986,59.387203,-233.276352,-179.443344
-0.755127,-0.340576,0.692261,46.874996,-204.650864,-165.954575
-0.884033,-0.297363,0.890259,44.860836,-200.378403,-146.42334
-0.916992,-0.310303,0.938843,37.902832,-149.230957,-136.901855
-0.936401,-0.268555,0.883423,25.634764,-92.468254,-124.694817
-1.007202,-0.365112,0.71228,20.568846,-49.133297,-100.280754
-0.923828,-0.187012,0.641479,17.089844,-35.095215,-57.189938
-0.921875,-0.226685,0.791504,0.12207,-41.198727,-52.307125
-0.891479,-0.238281,0.754761,-4.455566,-20.629881,-33.569336
-0.813965,-0.177612,0.651978,-9.521484,-4.577637,-14.770507
-0.767334,-0.121216,0.720215,-15.930175,-16.296387,-8.911133
-0.726685,-0.1698,0.821777,-13.549804,-18.615723,-9.338379
-0.694092,-0.158936,0.636841,-8.178711,3.356933,-0.915527
-0.643188,-0.135132,0.643555,-9.765625,0.427246,0.915527
-0.637939,-0.131836,0.670776,-10.19287,-1.403808,-1.281738
-0.638428,-0.126221,0.667114,-6.04248,-4.699707,-2.990722
-0.686157,-0.161133,0.728271,0.183105,-8.056641,-5.676269
-0.713867,-0.166138,0.664062,1.586914,4.333496,-4.02832
-0.690796,-0.168823,0.693359,-5.981445,8.300781,-5.249023
-0.684204,-0.12793,0.756226,-9.460449,6.652832,-1.281738
-0.69043,-0.130859,0.765747,-5.859375,5.310058,-0.549316
-0.701416,-0.15271,0.743042,-0.244141,6.408691,0.244141
-0.696045,-0.160767,0.682373,2.380371,6.835937,2.197266
-0.686279,-0.148437,0.760742,0.061035,0.366211,2.868652
-0.680542,-0.142212,0.75,0,5.371093,2.868652
-0.682007,-0.148804,0.715088,4.272461,8.483887,3.234863
-0.704346,-0.167847,0.706665,6.896972,9.338379,3.845215
-0.732422,-0.189819,0.681885,4.577637,10.009766,8.239746
-0.736328,-0.171753,0.72522,-0.610352,9.155273,12.20703
-0.748779,-0.172607,0.734131,0.549316,9.887695,18.188477
-0.699097,-0.121826,0.791626,2.258301,19.287109,14.404296
-0.760498,-0.180664,0.808838,10.31494,33.569336,15.563964
-0.774414,-0.178223,0.804565,18.493652,43.334957,22.033689
-0.853027,-0.227783,0.942017,23.742674,71.533203,30.09033
-0.892822,-0.230225,1.193726,30.456541,137.695312,44.799801
-0.933105,-0.245361,1.296021,35.644531,242.24852,59.570309
-0.996216,-0.288574,1.262451,41.137691,341.186493,85.021965
-0.88855,-0.24292,1.266479,35.644531,433.227509,110.107414
-0.823608,-0.226685,1.161865,24.475096,502.502411,118.652336
-0.695312,-0.245117,1.031982,30.822752,522.094727,129.638672
-0.480835,-0.179199,1.009521,34.118652,531.555176,130.737305
-0.293213,-0.116577,1.075928,26.489256,567.016602,114.624016
-0.219727,-0.186646,0.839844,36.132812,620.544434,114.746086
-0.036987,-0.147827,0.373413,58.410641,626.525879,124.084465
0.130859,-0.144775,0.241577,82.519524,599.975586,132.995605
0.205811,-0.151367,0.033081,75.683594,580.200195,146.606445
0.25061,-0.07373,-0.299683,59.265133,529.907227,135.253906
0.352173,-0.045654,-0.323486,63.415524,503.967255,123.535149
0.448853,0.003296,-0.325317,77.331543,479.248016,117.309563
0.336792,-0.019897,-0.757324,65.429687,479.614227,120.849602
0.383545,0.058716,-1.070801,48.46191,417.297333,111.083977
0.52124,0.210083,-0.959351,38.391113,322.509735,88.562004
0.5354,0.307739,-1.108398,40.954586,269.65332,67.443848
0.510986,0.342529,-1.366943,40.466305,209.289536,41.625973
0.428223,0.279175,-1.290527,25.634764,133.117676,10.803222
0.424683,0.24231,-1.08606,27.099607,75.683594,-8.300781
0.407715,0.179443,-1.078247,33.02002,44.006344,-20.080564
0.362061,0.094849,-1.079834,22.460936,28.991697,-20.812986
0.389282,0.090088,-0.985718,11.535644,21.423338,-12.329101
0.410889,0.088867,-0.969604,8.422852,18.981934,-6.591796
0.437134,0.080444,-0.956299,8.361816,10.437011,-6.16455
0.46167,0.079956,-0.938965,9.765625,2.197266,-7.202148
0.438965,0.053711,-0.911133,10.131835,-1.220703,-7.690429
0.437012,0.054199,-0.907349,7.324218,-0.183105,-5.065917
0.435181,0.056519,-0.873657,3.112793,1.89209,-1.708984
0.484009,0.120239,-0.919434,3.295898,4.394531,3.112793
0.498535,0.146118,-0.93335,6.652832,0.793457,1.220703
0.476807,0.123535,-0.953003,7.141113,-2.01416,-2.502441
0.485962,0.115112,-0.874756,0.549316,-5.371093,-3.90625
0.494141,0.113281,-0.870117,-2.075195,-3.173828,-2.563476
0.512573,0.135498,-0.87854,1.281738,-4.272461,-1.586914
0.505249,0.130493,-0.883911,5.615234,-7.080078,-3.234863
0.488281,0.133301,-0.897461,3.723144,-11.291503,-6.225585
0.465332,0.096802,-0.849854,-0.183105,-13.549804,-8.361816
0.472534,0.08606,-0.836304,-2.929687,-7.751464,-3.784179
0.484253,0.101318,-0.842651,-3.112793,-2.502441,2.746582
0.503784,0.154663,-0.884277,0.671387,-4.394531,5.493164
0.50769,0.164062,-0.907471,4.638672,-13.732909,-0.305176
0.503662,0.155273,-0.900024,4.821777,-20.751951,-5.798339
0.499634,0.126831,-0.875977,-0.854492,-20.568846,-5.493164
0.493042,0.11731,-0.89978,-4.089355,-23.254393,-2.868652
0.490112,0.110229,-0.907715,-2.990722,-29.96826,0.366211
0.525146,0.123535,-0.876831,-3.112793,-32.287598,3.723144
0.539429,0.132812,-0.879395,-6.469726,-35.644531,3.967285
0.543091,0.142334,-0.875854,-5.676269,-47.851559,-1.708984
0.554443,0.145996,-0.90332,-1.770019,-64.208984,-9.094238
0.541504,0.164307,-1.0896,3.417969,-104.309074,-20.751951
0.523193,0.139404,-1.170166,0.549316,-157.348633,-32.226562
0.558594,0.162842,-1.11853,-6.225585,-202.392563,-41.259762
0.591675,0.149414,-0.991211,-10.864257,-235.534653,-52.001949
0.546875,0.102173,-1.009888,-5.493164,-276.794434,-59.143063
0.596558,0.191772,-1.057495,-3.601074,-341.430634,-79.101562
0.565308,0.253906,-0.962646,-6.16455,-408.691376,-109.863274
0.371094,0.216553,-0.813232,-2.624511,-475.036591,-140.930176
0.16333,0.187378,-0.573486,-1.220703,-559.631348,-184.082016
0.134155,0.127563,-0.109741,-11.169433,-598.510742,-208.007797
-0.040649,0.005249,0.066162,-12.390136,-639.099121,-228.332504
-0.267944,-0.276123,0.298462,14.22119,-692.138611,-215.515121
-0.305908,-0.2948,0.609253,12.939452,-673.522888,-202.758774
-0.425537,-0.400757,0.969604,-23.071287,-591.125488,-190.429672
-0.475952,-0.457397,1.355835,-38.024902,-541.381836,-177.73436
-0.469482,-0.382568,1.519653,-36.621094,-443.481415,-158.569336
-0.601807,-0.547852,1.55603,-7.629394,-341.247528,-142.089844
-0.6427,-0.476318,1.438721,10.864257,-235.900864,-101.501457
-0.716797,-0.523926,1.413574,4.089355,-151.306152,-86.547844
-0.716919,-0.548584,1.339478,4.516602,-84.655754,-62.316891
-0.641724,-0.456665,1.146362,12.817382,-36.010742,-30.761717
-0.548584,-0.409546,1.06958,12.08496,-12.451171,-17.333984
-0.500977,-0.440796,1.004761,3.479004,15.075683,-10.253905
-0.407227,-0.365356,0.785645,1.831055,31.555174,5.065917
-0.30603,-0.326904,0.781128,0.610352,10.19287,5.493164
-0.252319,-0.317017,0.892456,-1.647949,-7.019042,2.929687
-0.252563,-0.322021,0.869019,-1.525879,-4.943848,0.732422
-0.274658,-0.349243,0.848267,-0.488281,-6.713867,-1.647949
-0.277954,-0.348022,0.865112,0.793457,-10.681151,-0.610352
-0.276978,-0.350464,0.923584,-1.098633,-13.793944,-0.976562
-0.258667,-0.35083,0.944946,-2.746582,-7.446289,-1.403808
-0.255127,-0.350342,0.91333,-0.915527,-2.990722,-0.061035
-0.264404,-0.361206,0.906616,1.953125,-2.563476,-0.183105
-0.272461,-0.368408,0.882202,1.770019,1.647949,-0.183105
-0.286987,-0.381226,0.860107,-1.281738,5.615234,-0.915527
-0.261963,-0.353149,0.830078,-0.549316,2.258301,0.061035
-0.256104,-0.349976,0.875854,2.075195,-8.117676,-2.13623
-0.280396,-0.368042,0.896118,2.502441,-8.789063,-4.882812
-0.302124,-0.379272,0.884277,2.197266,-7.751464,-5.798339
-0.340332,-0.39624,0.902466,0.610352,-6.225585,-6.16455
-0.338257,-0.370361,0.88855,1.342773,-2.319336,-3.601074
-0.311035,-0.366333,0.885864,3.540039,-3.845215,-3.90625
-0.315308,-0.35498,0.905151,4.150391,-7.019042,-3.173828
-0.347534,-0.383667,0.912354,4.943848,-6.469726,-4.150391
-0.362549,-0.388794,0.910889,4.455566,-1.342773,-1.159668
-0.360352,-0.385986,0.907349,4.638672,4.211426,2.624511
-0.35437,-0.375244,0.914795,6.225585,10.742187,3.784179
-0.374756,-0.39624,0.904419,7.202148,13.366698,8.728027
-0.370361,-0.394531,0.934082,8.178711,20.1416,14.160155
-0.37146,-0.397461,0.962646,9.887695,33.081055,19.348145
-0.368408,-0.407593,1.042725,10.131835,58.898922,24.536131
-0.391846,-0.445557,1.269043,7.93457,117.004387,32.714844
-0.463501,-0.537598,1.51001,12.573241,224.121078,59.448238
-0.52124,-0.572144,1.428955,17.272949,332.092255,99.792473
-0.441895,-0.523804,1.237427,5.187988,408.752411,135.009766
-0.256592,-0.446533,1.101929,-20.446775,458.618134,149.536133
-0.095093,-0.442627,1.029053,-35.400391,499.938934,164.184555
0.129639,-0.265991,0.895386,-40.588375,522.705078,167.358383
0.237915,-0.245972,0.847534,-31.555174,525.268555,158.813477
0.264648,-0.272461,0.604858,-16.540527,536.987305,169.738754
0.376831,-0.179565,0.10437,-11.901855,500.36618,165.954575
0.508179,-0.111328,-0.055054,-15.136718,439.880341,145.874023
0.633301,0.002686,-0.202515,-9.033203,385.009735,123.352043
0.711426,0.07019,-0.319092,4.943848,321.166992,88.256828
0.733398,0.021606,-0.344727,20.446775,271.789551,67.810059
0.736694,0.001587,-0.442383,31.188963,239.807114,65.246582
0.722412,0.024048,-0.481201,33.38623,209.411606,64.51416
0.734009,0.074463,-0.480225,32.226562,195.25145,62.927242
0.710815,0.057617,-0.438354,17.333984,189.69725,58.349606
