Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.035522,-0.394531,3.999878,-0.610352,-150.268555,-65.002441
-0.023071,-0.33252,2.489502,19.714355,244.873032,16.418457
0.416504,-0.092651,-0.154053,48.095699,367.980927,77.209473
1.105347,0.233276,-1.786621,84.777824,236.022934,85.449211
1.100342,0.017822,-2.123779,42.236324,19.287109,13.671874
0.455566,-0.289917,-0.317261,-47.302242,-211.12059,-56.335445
0.160522,-0.300049,1.771973,-96.496574,-265.869141,-76.599121
0.329468,-0.235229,2.924438,-61.462399,-144.53125,-46.264645
0.406494,-0.335693,2.290405,-19.470215,64.63623,10.375976
0.641479,-0.107788,0.687866,-7.446289,182.128891,62.499996
1.033203,0.217773,-0.454224,0.976562,180.908188,73.791504
1.05481,0.206787,-0.726196,-7.690429,75.805664,23.986814
0.608765,-0.140625,0.830688,-42.175289,-109.130852,-61.340328
0.365112,-0.317139,2.208252,-43.395992,-105.407707,-68.786621
0.385132,-0.307861,1.848389,-23.559568,76.171875,-24.475096
0.60791,-0.168457,0.388184,-4.821777,169.006332,20.629881
1.009399,0.100952,-0.698364,27.9541,95.886223,41.564938
0.9646,0.061768,-0.587646,25.878904,-45.227047,2.13623
0.737549,-0.110596,-0.065674,-28.015135,-152.954102,-53.405758
0.445679,-0.251709,1.06189,-60.363766,-149.291992,-51.635738
0.526978,-0.068115,1.763062,-65.551758,-65.551758,-40.52734
0.564087,-0.077637,1.895386,-48.706051,49.194332,-32.836914
0.607788,-0.053223,1.323853,-15.747069,103.698723,-6.286621
0.699097,-0.015503,0.772461,18.127441,85.876457,6.469726
0.729492,0.050659,0.477661,42.358395,44.494625,-8.422852
0.833374,0.066162,0.342651,46.874996,5.737304,-40.222164
0.736694,-0.029541,0.317871,-25.695799,-38.146973,-90.209953
0.630127,-0.162476,0.432495,-149.963379,-70.861816,-111.755363
0.473877,-0.152832,0.343018,-320.495605,-108.459465,-113.952629
0.650513,-0.216431,0.656738,-234.069809,-172.546371,-91.491692
0.70459,-0.192871,1.012451,-159.118652,-111.022942,-66.467285
0.726196,-0.109863,0.966064,-117.492668,-22.705076,-42.297359
0.594971,0.033691,0.959473,-86.364738,6.04248,-36.010742
0.643066,0.077515,0.970825,-44.494625,-10.0708,-25.207518
0.614258,0.076172,0.961182,-35.949707,-15.686034,-24.597166
0.572998,0.028198,0.861206,-41.137691,-9.338379,-31.066893
0.514771,0.015991,0.865845,-30.151365,-4.699707,-33.752441
0.460083,0.02771,0.782715,-26.30615,-22.216795,-22.27783
0.397583,-0.016235,0.695312,-21.728514,-65.490723,-4.02832
0.373779,-0.04834,0.7323,-11.352538,-84.411613,25.878904
0.508301,0.162964,0.709473,-16.052246,-92.590324,32.287598
0.457031,0.248657,0.96167,-27.221678,-101.806633,4.272461
0.324341,0.189453,1.064697,-26.672361,-65.612793,-37.353516
0.311279,0.147339,1.034668,-31.616209,-28.930662,-61.645504
0.289185,0.096802,1.068481,-19.165039,2.441406,-60.363766
0.34314,0.100586,0.939331,-4.089355,29.479979,-42.724606
0.308838,0.04895,0.932373,-3.540039,25.085447,-30.639647
0.323975,0.012939,0.904419,1.342773,24.414061,-16.296387
0.399902,0.009766,0.825562,0.488281,22.583006,-2.197266
0.47998,0.070801,0.857178,-2.075195,3.723144,8.422852
0.462158,0.059448,0.884521,-2.380371,-5.798339,6.469726
0.443359,0.044189,0.887573,1.647949,-10.803222,8.361816
0.447144,0.048462,0.903564,1.708984,-14.038085,12.390136
0.45459,0.067139,0.93396,-0.305176,-12.695312,13.671874
0.47644,0.097168,0.954468,1.220703,-6.896972,11.901855
0.459473,0.095337,0.959717,0.854492,0.976562,4.638672
0.438232,0.060913,0.93811,-1.159668,8.361816,-0.183105
0.446167,0.046387,0.89502,-2.868652,12.939452,0.061035
0.44458,0.043823,0.875488,-4.150391,9.70459,1.342773
0.462402,0.073608,0.900024,-3.540039,2.258301,4.760742
0.473633,0.095093,0.91394,-1.586914,-2.502441,5.065917
0.47998,0.105225,0.922119,-0.427246,-5.737304,3.723144
0.47937,0.100586,0.926392,1.464844,-5.615234,1.342773
0.459961,0.092651,0.910522,3.479004,-3.112793,-0.305176
0.444336,0.081299,0.902222,2.01416,-0.976562,-1.586914
0.439697,0.087891,0.918945,0.305176,0.610352,-1.159668
0.442261,0.096313,0.917969,2.258301,2.807617,-1.098633
0.436157,0.090698,0.90271,2.990722,2.868652,-2.13623
0.432129,0.08374,0.891235,2.13623,1.281738,-1.708984
0.430054,0.07959,0.884277,0.549316,-0.183105,-0.366211
0.437866,0.087646,0.903687,-0.854492,-4.02832,2.075195
0.444458,0.093018,0.9104,-0.061035,-4.211426,2.685547
0.457397,0.105469,0.910889,1.586914,-2.075195,0.549316
0.442261,0.100342,0.912231,1.220703,-1.403808,-1.831055
0.428833,0.087158,0.918457,1.281738,1.525879,-1.647949
0.434937,0.087402,0.912109,1.281738,1.89209,0.427246
0.450317,0.092163,0.911499,2.075195,-1.464844,3.051758
0.462524,0.101074,0.925171,3.845215,-3.479004,4.089355
0.464722,0.099609,0.911987,3.356933,-2.01416,0.610352
0.433838,0.078735,0.901855,1.342773,-3.356933,-1.525879
0.424805,0.068848,0.9198,0.305176,-3.540039,0.976562
0.431274,0.076782,0.919189,0.671387,-1.037598,2.807617
0.426636,0.083984,0.902344,1.525879,-1.89209,3.662109
0.44043,0.080933,0.888916,1.037598,-5.249023,3.845215
